customer_id,name,gender,date_of_birth,age,marital_status,education_level,occupation,income,region,join_date,email,phone,response_id,campaign_id,response_date,responded,responded_flag
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,5,1,2024-08-31,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,1005,2,2024-11-01,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,2005,3,2024-06-08,False,0
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,3005,4,2023-08-06,False,0
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,4005,5,2024-11-02,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,5005,6,2024-09-16,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,6005,7,2024-05-08,False,0
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,7005,8,2023-09-14,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,8005,9,2023-07-16,True,1
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,9005,10,2023-06-03,True,1
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,9,1,2024-09-08,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,1009,2,2024-10-22,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,2009,3,2024-06-10,True,1
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,3009,4,2023-07-31,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,4009,5,2024-11-03,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,5009,6,2024-10-26,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,6009,7,2024-04-28,False,0
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,7009,8,2023-09-10,True,1
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,8009,9,2023-07-19,True,1
